hotel,is_canceled,lead_time,arrival_date_week,arrival_date_month,arrival_date_year,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,id,booking_difficulty_score,total_bookings,arrival_date,kids,is_single,group_size,total_nights,long_stay
City Hotel,0,14,28,7,2017,15,2.750309264416364,2.584626779102768,2,0,0,UNKNOWN,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,85.0,40.0,0.0,Transient,55.85,0,0,116344,1.9249909312766214,0,2017-7-15,0,0,2,5.334936043519132,0
City Hotel,0,105,26,6,2016,24,0.0,1.103697159019499,1,0,0,DEU,OFFLINE TA/TO,TA/TO,0,0,0,A,1,No Deposit,6.0,40.0,0.0,Transient-Party,49.93,0,0,91725,0.2066323296891341,0,2016-6-24,0,1,1,1.103697159019499,0
City Hotel,0,129,32,8,2015,6,0.1937570470524104,3.731933509690341,2,0,0,UNKNOWN,GROUPS,TA/TO,0,1,0,A,0,Non Refund,1.0,40.0,3.871364324698848,Contract,180.86,0,0,74014,3.93657395291738,1,2015-8-6,0,0,2,3.925690556742752,0
Resort Hotel,0,131,35,8,2016,26,1.6123706738084074,2.054500990975389,2,0,0,IRL,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,57.12,0,2,27535,1.9249909312766214,0,2016-8-26,0,0,2,3.6668716647837964,0
Resort Hotel,0,177,39,9,2016,21,0.7151197067858917,0.5650616867789775,2,0,0,IRL,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,8.94208728234466,Transient,61.94,0,1,28259,2.9030402564057325,0,2016-9-21,0,0,2,1.2801813935648692,0
Resort Hotel,1,101,29,7,2016,14,0.0,4.430856992550691,2,0,0,UNAVAILABLE,UNKNOWN,TA/TO,0,0,0,E,0,No Deposit,240.0,40.0,3.6352496308776816,Transient,157.05,0,1,6958,3.871809552261224,0,2016-7-14,0,0,2,4.430856992550691,0
City Hotel,0,101,29,7,2015,17,0.6793817560078604,0.0,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,40.0,0.0,Transient-Party,66.14,0,0,76369,0.4231440225713339,0,2015-7-17,0,0,2,0.6793817560078604,0
City Hotel,0,58,3,1,2017,18,0.1731944901053192,3.1280928348691543,1,0,0,ESP,GROUPS,TA/TO,0,0,0,A,0,No Deposit,19.0,40.0,7.306977611529722,Transient-Party,90.62,0,0,104604,1.8792299249621305,0,2017-1-18,0,1,1,3.3012873249744734,0
City Hotel,0,101,50,12,2016,5,1.4343255687453127,0.2319974014054184,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,100.39,0,2,102857,1.9249909312766214,0,2016-12-5,0,0,2,1.6663229701507312,0
City Hotel,0,106,40,9,2016,26,0.8920749495834954,1.1733823292760694,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,132.0,40.0,232.88271471830043,Transient-Party,106.64,0,0,57469,24.270160255847788,0,2016-9-26,0,0,2,2.065457278859565,0
City Hotel,0,73,2,1,2016,3,2.1672819782600725,2.5887922036626745,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,3.0,40.0,84.22783359911692,Transient,100.31,0,0,46506,10.59208853893414,0,2016-1-3,0,0,2,4.756074181922747,0
Resort Hotel,1,76,32,8,2016,1,2.325581816085198,1.147147008650842,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,10.12998313426781,Transient,114.27,0,2,7290,1.6932203496653648,0,2016-8-1,0,0,2,3.4727288247360404,0
City Hotel,1,128,37,9,2016,8,2.299052792529047,0.4738961067180034,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,265.0,40.0,7.451521322695954,Transient,172.08,0,0,97195,2.2849178254180087,0,2016-9-8,0,0,2,2.7729488992470506,0
City Hotel,0,279,53,12,2016,27,0.1006207806469008,6.20182921167685,3,0,0,UNAVAILABLE,OFFLINE TA/TO,TA/TO,0,0,0,A,1,No Deposit,220.0,40.0,0.0,Transient-Party,250.05,0,1,103590,0.350693698413131,0,2016-12-27,0,0,3,6.302449992323751,0
City Hotel,1,263,16,4,2017,16,1.0287122576355183,0.2584924873790402,2,0,0,NOR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,2.8940151176715863,Transient,102.18,0,0,66264,1.904086121107112,0,2017-4-16,0,0,2,1.2872047450145585,0
Resort Hotel,0,150,47,11,2016,15,0.2251244648349789,2.7258237653110866,2,0,0,GBR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,9.626257837282846,Transient,36.47,0,2,30215,0.2763318911384795,0,2016-11-15,0,0,2,2.9509482301460657,0
Resort Hotel,0,125,45,11,2015,6,1.8731708169986525,1.7366131241996738,1,0,0,AUT,CORPORATE,TA/TO,0,0,0,E,2,No Deposit,185.0,281.0,3.3728245840402487,Transient-Party,150.2,0,0,18238,2.162277563738146,0,2015-11-6,0,1,1,3.6097839411983266,0
City Hotel,1,101,45,11,2015,5,2.1929735226340594,12.845103879785611,2,1,0,ITA,DIRECT,DIRECT,0,0,0,D,0,No Deposit,14.0,40.0,0.0,Transient,175.19,0,3,80025,1.837682206203876,0,2015-11-5,1,0,3,15.03807740241967,1
City Hotel,0,101,33,8,2015,15,3.343272040320345,0.0,2,0,0,UNAVAILABLE,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,17.0,40.0,15.8474293886241,Transient-Party,105.3,0,0,41431,2.661877347150692,0,2015-8-15,0,0,2,3.343272040320345,0
Resort Hotel,1,246,38,9,2015,18,1.3262793247868592,0.0453452909888774,2,0,0,PRT,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,9.053929023485548,Transient,104.54,0,0,1861,1.8726865558606045,0,2015-9-18,0,0,2,1.3716246157757366,0
Resort Hotel,1,69,45,11,2016,5,3.101675450822542,0.0,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,Non Refund,11.0,40.0,0.510425425417355,Transient,58.93,0,0,9249,1.1462978539729478,0,2016-11-5,0,0,2,3.101675450822542,0
Resort Hotel,1,68,39,9,2015,25,0.0,3.741560246216444,2,0,0,PRT,GROUPS,TA/TO,0,1,0,A,0,Non Refund,248.0,40.0,2.92572108777235,Transient,218.61,0,0,15702,2.9430593544852286,1,2015-9-25,0,0,2,3.741560246216444,0
City Hotel,1,40,17,4,2016,22,1.282259840197427,4.649262661926763,2,0,0,POL,ONLINE TA,TA/TO,0,0,0,A,0,Non Refund,37.0,40.0,0.0,Transient,180.0,0,0,50062,1.9249909312766214,0,2016-4-22,0,0,2,5.93152250212419,0
City Hotel,1,99,50,12,2016,8,1.3547321298192463,2.929742730991592,2,0,0,UNKNOWN,DIRECT,DIRECT,0,0,0,A,0,No Deposit,14.0,40.0,5.479903860282014,Transient-Party,228.28,0,1,61381,2.165688346037828,0,2016-12-8,0,0,2,4.284474860810839,0
City Hotel,1,64,23,6,2016,3,0.0,1.6950136524570258,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,119.0,40.0,7.860661672032487,Transient-Party,71.76,0,0,52305,0.6533124332802162,0,2016-6-3,0,0,2,1.6950136524570258,0
City Hotel,0,129,21,5,2017,24,0.1798172504745807,0.4149678516642014,1,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,16.599421683968718,Transient,60.53,0,2,112552,1.205913689323696,0,2017-5-24,0,1,1,0.5947851021387821,0
Resort Hotel,1,262,52,12,2016,24,2.4073317817690616,5.197631305558605,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,D,2,No Deposit,240.0,40.0,5.590535192880025,Transient,85.15,0,1,31518,1.2347374290877977,0,2016-12-24,0,0,2,7.604963087327667,1
City Hotel,1,171,40,10,2015,3,2.6685609453725183,0.1465797778414773,2,0,0,PRT,UNKNOWN,TA/TO,0,1,0,A,0,No Deposit,1.0,40.0,3.0079610289334933,Transient-Party,47.42,0,0,75880,1.948533975050592,1,2015-10-3,0,0,2,2.8151407232139958,0
City Hotel,0,101,15,4,2017,9,2.673725795347793,1.810090626470728,2,2,0,ESP,ONLINE TA,TA/TO,0,0,0,F,1,No Deposit,9.0,40.0,0.0,Transient,76.09,1,0,109528,1.9249909312766214,0,2017-4-9,2,0,4,4.483816421818521,0
Resort Hotel,0,234,14,4,2017,4,0.0520409986468577,2.7501204505158,2,0,0,CN,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,3.2453084335779216,Transient,63.14,0,0,34794,0.2180323737267709,0,2017-4-4,0,0,2,2.8021614491626576,0
City Hotel,0,128,10,3,2017,5,2.2403076395531034,2.0984758410926303,2,0,0,UNKNOWN,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,2.186680279362089,Transient-Party,137.27,0,1,107163,1.230261348360406,0,2017-3-5,0,0,2,4.338783480645734,0
City Hotel,1,101,22,5,2016,24,0.5934352631348664,0.1419110225222744,1,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,Non Refund,37.0,40.0,30.58229545499409,Transient,25.57,0,0,51756,4.322820967323832,0,2016-5-24,0,1,1,0.7353462856571408,0
City Hotel,0,2,49,12,2016,2,0.3830918554256188,1.3559578828783336,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,3.4784304618868087,Transient-Party,184.83,0,0,102675,3.815673785655214,0,2016-12-2,0,0,2,1.7390497383039525,0
Resort Hotel,0,0,10,3,2016,4,0.4117484104973416,4.169972284102376,1,0,0,MISSING,OFFLINE TA/TO,TA/TO,0,0,0,A,1,No Deposit,330.0,40.0,13.023559683302071,Transient-Party,87.45,0,0,21604,2.739493250729775,0,2016-3-4,0,1,1,4.581720694599717,0
Resort Hotel,0,101,34,8,2016,15,2.9945009814048267,0.0,2,0,0,GBR,ONLINE TA,TA/TO,0,0,0,E,0,No Deposit,240.0,40.0,0.0,Transient,53.4,0,1,27232,1.9249909312766214,0,2016-8-15,0,0,2,2.9945009814048267,0
Resort Hotel,0,237,30,7,2016,18,2.0317853940687445,3.3847597636930526,2,0,0,ROU,OFFLINE TA/TO,TA/TO,0,0,0,D,0,No Deposit,11.0,40.0,4.541902055655997,Transient,38.86,0,0,26212,1.248057491466252,0,2016-7-18,0,0,2,5.416545157761798,0
City Hotel,0,213,5,2,2017,4,0.7439168113399679,1.4930227600480388,2,0,0,BEL,DIRECT,DIRECT,0,0,0,A,1,No Deposit,14.0,40.0,20.18465868008252,Transient,70.86,0,0,105370,2.744479331716767,0,2017-2-4,0,0,2,2.2369395713880067,0
City Hotel,1,96,32,8,2015,8,2.7990009157743403,4.271794414306218,2,0,0,PRT,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,1.0,40.0,6.894750584910704,Transient-Party,98.9,0,0,40859,2.012785732983433,0,2015-8-8,0,0,2,7.070795330080558,1
Resort Hotel,0,162,31,7,2016,25,3.2427994683463384,2.858324772525961,2,0,0,NLD,OFFLINE TA/TO,TA/TO,0,0,0,E,0,No Deposit,128.0,40.0,0.0,Transient,67.98,0,0,26533,1.9249909312766214,0,2016-7-25,0,0,2,6.101124240872299,0
Resort Hotel,0,101,29,7,2017,22,2.27753511723624,3.822949485807944,3,0,0,CHE,ONLINE TA,TA/TO,0,0,0,C,1,No Deposit,196.0,40.0,0.0,Transient,31.18,0,0,38761,1.9249909312766214,0,2017-7-22,0,0,3,6.100484603044184,0
City Hotel,0,150,52,12,2016,23,0.2940314990719714,4.5932383019239,2,0,0,BEL,ONLINE TA,TA/TO,0,0,0,A,2,No Deposit,9.0,40.0,0.2498392622524387,Transient,73.19,1,2,103449,1.9249909312766214,0,2016-12-23,0,0,2,4.887269800995871,0
Resort Hotel,1,140,18,4,2017,30,1.5272540474427607,4.083227522639934,2,0,0,PRT,GROUPS,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient-Party,79.91,0,0,11280,1.7227174725142702,0,2017-4-30,0,0,2,5.610481570082695,0
City Hotel,0,8,9,2,2017,27,1.8514986478006112,2.5975141078648263,2,1,0,ESP,DIRECT,DIRECT,0,0,0,A,0,No Deposit,14.0,40.0,0.0,Transient,83.96,0,2,106763,0.3632313399288044,0,2017-2-27,1,0,3,4.4490127556654375,0
City Hotel,0,16,27,7,2017,8,0.0,1.8841795931840184,3,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,E,3,No Deposit,9.0,40.0,0.0,Transient-Party,154.5,0,2,115624,0.707942509681139,0,2017-7-8,0,0,3,1.8841795931840184,0
City Hotel,0,64,15,4,2017,15,0.116214239952252,3.3154670625604528,2,0,0,BEL,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,40.0,0.0,Transient,237.34,0,0,109811,1.9249909312766214,0,2017-4-15,0,0,2,3.431681302512705,0
City Hotel,0,85,21,5,2017,26,0.0,0.8359204265957628,2,0,0,UNAVAILABLE,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.8118852288007814,Transient,90.03,0,0,112679,2.2975590419296026,0,2017-5-26,0,0,2,0.8359204265957628,0
City Hotel,0,101,39,9,2016,20,0.0,1.4232595457233657,1,0,0,UNKNOWN,DIRECT,DIRECT,0,0,0,A,1,No Deposit,9.0,40.0,0.0,Transient-Party,101.53,0,0,97770,0.7826630799555212,0,2016-9-20,0,1,1,1.4232595457233657,0
Resort Hotel,0,241,45,11,2016,3,2.3617086995527763,1.0526906744414402,2,0,0,GBR,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,177.0,40.0,5.964117356372206,Transient,60.73,0,1,29864,1.0470996533471937,0,2016-11-3,0,0,2,3.4143993739942164,0
City Hotel,0,13,30,7,2016,18,1.0658562386147308,0.908596572105802,2,0,0,AUT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,8.0,40.0,2.408339296168538,Transient,198.18,0,0,54494,2.091343318663752,0,2016-7-18,0,0,2,1.9744528107205328,0
City Hotel,0,101,15,4,2016,8,0.0,0.674104779784051,1,0,0,BRA,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,1.4234116397245176,Transient,21.49,0,1,86826,1.9249909312766214,0,2016-4-8,0,1,1,0.674104779784051,0
Resort Hotel,0,58,40,10,2015,2,2.1558936598859515,4.183512242738665,2,0,0,NLD,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,240.0,40.0,0.13706771805712,Transient,49.9,0,3,2132,0.0168997552639613,0,2015-10-2,0,0,2,6.339405902624616,0
City Hotel,1,136,18,5,2017,5,1.5239872313146474,4.214977906813108,2,0,0,BRA,ONLINE TA,TA/TO,0,0,0,D,0,No Deposit,9.0,40.0,0.0,Transient,89.64,0,0,67623,1.9249909312766214,0,2017-5-5,0,0,2,5.738965138127756,0
City Hotel,1,163,23,5,2016,31,0.6592801078855417,2.482123837370992,1,0,0,PRT,CORPORATE,TA/TO,0,0,0,A,0,Non Refund,9.0,202.0,0.0,Transient,118.2,0,0,52149,0.6205202382635299,0,2016-5-31,0,1,1,3.141403945256534,0
Resort Hotel,1,101,29,7,2017,17,1.3745373983398737,1.975688183648333,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,E,0,No Deposit,242.0,40.0,0.0,Transient,146.23,0,1,12788,1.9249909312766214,0,2017-7-17,0,0,2,3.350225581988207,0
Resort Hotel,1,101,46,11,2016,8,0.4768406394330516,2.7671524654016664,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,7.766638670885029,Transient,78.31,0,1,30000,1.2171672177984052,0,2016-11-8,0,0,2,3.243993104834718,0
City Hotel,0,135,4,1,2016,18,0.9190982293831452,8.552037802546554,1,0,0,UNAVAILABLE,OFFLINE TA/TO,TA/TO,0,0,0,A,2,No Deposit,19.0,40.0,63.40503856474984,Transient-Party,134.62,0,0,46739,6.955678798746324,0,2016-1-18,0,1,1,9.4711360319297,1
City Hotel,1,287,10,3,2017,10,0.4448706032593799,1.5990525411496683,2,0,0,FRA,GROUPS,TA/TO,0,0,0,A,0,No Deposit,154.0,40.0,5.717415891730272,Transient-Party,127.4,0,1,107471,0.454256430591013,0,2017-3-10,0,0,2,2.043923144409048,0
Resort Hotel,0,131,34,8,2016,15,1.9654108949028144,0.1503115235035536,2,2,0,ESP,ONLINE TA,TA/TO,0,0,0,G,1,No Deposit,240.0,40.0,0.0,Transient,111.57,1,1,27224,0.9274915779442288,0,2016-8-15,2,0,4,2.115722418406368,0
City Hotel,0,10,25,6,2017,18,3.1606124915424427,0.8109132456293701,1,0,0,MISSING,CORPORATE,TA/TO,1,0,16,A,0,No Deposit,9.0,40.0,0.0,Transient,134.78,0,2,94234,1.9249909312766214,16,2017-6-18,0,1,1,3.9715257371718127,0
City Hotel,0,7,26,6,2016,24,0.987285034109622,1.8425029047437484,2,0,0,DEU,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,40.0,0.0,Transient-Party,35.42,0,1,91740,1.9249909312766214,0,2016-6-24,0,0,2,2.8297879388533707,0
City Hotel,1,75,17,4,2017,24,0.4339125932777473,2.717253693037116,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,88.67,0,2,66740,1.9249909312766214,0,2017-4-24,0,0,2,3.1511662863148633,0
City Hotel,0,101,36,9,2016,3,1.4523401062976988,3.4852967970460744,2,0,0,PRT,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,168.0,40.0,0.0,Transient,71.49,0,0,96799,1.9249909312766214,0,2016-9-3,0,0,2,4.9376369033437735,0
City Hotel,1,80,38,9,2016,16,2.5083266011280507,0.7416087287492505,2,0,0,GBR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.1879957916690182,Transient,133.46,0,0,57038,0.2929508861899088,0,2016-9-16,0,0,2,3.2499353298773013,0
Resort Hotel,0,30,6,2,2016,2,0.0,5.33228955101609,1,0,0,PRT,DIRECT,DIRECT,0,0,0,A,0,No Deposit,9.0,40.0,11.521032325974348,Transient,70.53,0,0,20564,2.6004633753822315,0,2016-2-2,0,1,1,5.33228955101609,0
Resort Hotel,1,166,7,2,2017,17,0.5508745066533274,1.5157892302045617,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,78.89,0,1,10169,0.9084070441402315,0,2017-2-17,0,0,2,2.066663736857889,0
City Hotel,0,5,46,11,2016,11,1.0840834577738263,0.0,2,0,0,POL,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,84.37,0,1,101573,1.1163691942274916,0,2016-11-11,0,0,2,1.0840834577738263,0
Resort Hotel,0,213,37,9,2016,10,2.31070509882668,5.365427551454796,2,0,0,IRL,OFFLINE TA/TO,TA/TO,0,0,0,E,0,No Deposit,9.0,40.0,3.901461635894906,Transient,129.1,0,0,27992,2.62204425363378,0,2016-9-10,0,0,2,7.676132650281476,1
City Hotel,0,101,36,9,2016,3,1.6851812548460208,2.3360867421132108,2,0,0,MISSING,GROUPS,TA/TO,0,0,0,A,0,No Deposit,1.0,40.0,0.0,Transient-Party,121.04,0,1,96589,1.9249909312766214,0,2016-9-3,0,0,2,4.0212679969592315,0
City Hotel,0,255,6,2,2016,3,0.2235846342557556,2.215848525665088,1,0,0,FRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,1.675315356706106,Transient,97.09,0,2,83502,1.9249909312766214,0,2016-2-3,0,1,1,2.439433159920844,0
Resort Hotel,0,123,15,4,2016,4,0.9684626638194478,2.851922129826276,2,0,0,DEU,GROUPS,TA/TO,0,0,0,A,0,Non Refund,298.0,40.0,6.722967338193828,Transient-Party,120.25,0,0,4834,0.3274770157805706,0,2016-4-4,0,0,2,3.820384793645724,0
City Hotel,0,281,32,8,2017,12,0.6616402193505838,2.1289234116399176,2,0,0,MISSING,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,2.4697985378365117,Transient,123.36,0,1,118054,1.1093803921899477,0,2017-8-12,0,0,2,2.7905636309905013,0
City Hotel,0,69,35,8,2015,24,0.1385218828453879,2.7039016807378484,2,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,1.0,40.0,1.263289148067969,Transient-Party,100.87,0,0,41802,1.2416320093964837,0,2015-8-24,0,0,2,2.8424235635832362,0
City Hotel,0,44,44,10,2016,25,0.4051761837563482,0.8728283312234031,1,0,0,BIH,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,177.55,0,2,100406,1.9249909312766214,0,2016-10-25,0,1,1,1.2780045149797512,0
City Hotel,0,52,16,4,2017,16,1.86229613617136,1.55648332625506,2,0,0,DEU,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,7.0,40.0,0.0,Transient,226.92,0,0,109953,1.9249909312766214,0,2017-4-16,0,0,2,3.4187794624264196,0
City Hotel,1,279,33,8,2015,13,0.641050986632382,1.6779510615827955,2,0,0,PRT,ONLINE TA,TA/TO,0,1,0,A,0,Non Refund,1.0,40.0,2.248965424853859,Contract,245.98,0,0,74030,2.121383894819796,1,2015-8-13,0,0,2,2.3190020482151774,0
City Hotel,1,101,27,7,2016,1,1.5947524169864575,1.3468399115037757,1,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,Non Refund,192.0,40.0,1.8461838849227847,Transient,120.44,0,0,53904,3.4738357982161263,0,2016-7-1,0,1,1,2.941592328490233,0
City Hotel,1,80,53,12,2016,26,1.5026264517390449,2.162918773068208,2,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,126.26,0,0,61792,0.5036320881023096,0,2016-12-26,0,0,2,3.6655452248072526,0
Resort Hotel,0,26,30,7,2017,26,0.5407429889843322,8.260735132031972,2,0,0,ESP,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,175.0,40.0,0.0,Transient,118.0,0,1,38758,1.9249909312766214,0,2017-7-26,0,0,2,8.801478121016304,1
City Hotel,0,208,41,10,2016,5,0.663919881226375,3.603325339305237,1,0,0,SWE,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,83.0,40.0,0.0,Transient,241.82,0,0,99029,1.9249909312766214,0,2016-10-5,0,1,1,4.2672452205316125,0
City Hotel,1,19,23,5,2016,30,0.411200816566165,5.952079781131876,1,0,0,PRT,GROUPS,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient-Party,98.49,0,0,52063,0.9485416143154458,0,2016-5-30,0,1,1,6.363280597698041,0
City Hotel,0,30,40,9,2015,30,0.709207618945382,2.654282594056162,2,0,0,ITA,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,26.0,40.0,80.64215504349956,Transient-Party,86.46,0,0,44079,7.901642840145632,0,2015-9-30,0,0,2,3.363490213001544,0
Resort Hotel,0,83,34,8,2017,21,1.463017998707972,5.221992438798282,2,0,0,BRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,0.0,Transient,105.62,0,3,39616,1.9249909312766214,0,2017-8-21,0,0,2,6.6850104375062545,0
Resort Hotel,1,299,44,10,2016,27,0.2221161903039087,5.923236508838023,2,0,0,GBR,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,240.0,40.0,3.263545201676628,Transient,37.61,0,3,9089,1.8058336416177332,0,2016-10-27,0,0,2,6.145352699141932,0
City Hotel,0,310,23,6,2017,9,0.4162303331517926,2.7678886868179053,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,3.0,40.0,5.580171136969818,Transient-Party,40.19,0,0,113706,1.46548986854171,0,2017-6-9,0,0,2,3.184119019969698,0
City Hotel,0,208,33,8,2016,8,2.924382324157672,2.504809477492669,2,0,0,FRA,DIRECT,TA/TO,0,0,0,A,0,No Deposit,14.0,40.0,0.0,Transient,119.78,0,0,95177,1.9621786192371016,0,2016-8-8,0,0,2,5.42919180165034,0
City Hotel,0,27,36,9,2016,1,0.0,2.179435562392724,2,0,0,AUT,ONLINE TA,TA/TO,0,0,0,A,1,No Deposit,9.0,40.0,5.494086188416429,Transient,136.37,0,1,96440,1.8118341071920576,0,2016-9-1,0,0,2,2.179435562392724,0
City Hotel,1,157,20,5,2016,13,1.7865862739095968,1.473631086189772,2,0,0,PRT,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,3.0,40.0,221.52138723643063,Transient-Party,135.08,0,0,51040,23.0982737176988,0,2016-5-13,0,0,2,3.260217360099369,0
City Hotel,0,25,45,10,2016,30,1.470225597434212,3.153391692006444,1,0,0,NOR,DIRECT,DIRECT,0,0,0,A,0,No Deposit,14.0,40.0,3.948585982100151,Transient,126.8,0,0,100716,1.848183926322982,0,2016-10-30,0,1,1,4.623617289440656,0
City Hotel,0,40,19,5,2016,2,1.4423233271115512,2.7553595699992988,2,0,0,FRA,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,9.388341793804855,Transient,121.12,0,1,88322,1.028459268457646,0,2016-5-2,0,0,2,4.19768289711085,0
City Hotel,0,10,33,8,2016,9,0.3646720965101664,0.4194539662538482,3,0,0,UNKNOWN,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,14.43494257631225,Transient,144.88,0,2,94880,3.2896370596710334,0,2016-8-9,0,0,3,0.7841260627640145,0
Resort Hotel,1,288,42,10,2016,15,2.741611573797902,0.0487804895661614,2,2,0,AUT,ONLINE TA,TA/TO,0,0,0,G,1,No Deposit,240.0,40.0,0.2895242502922365,Transient-Party,88.63,0,0,8808,1.9249909312766214,0,2016-10-15,2,0,4,2.790392063364063,0
City Hotel,0,247,30,7,2016,21,0.8457970058534239,3.475388149612697,2,0,0,DEU,OFFLINE TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,40.0,0.0,Transient-Party,64.53,0,0,93564,0.6239930097548095,0,2016-7-21,0,0,2,4.321185155466121,0
City Hotel,1,101,45,11,2016,2,0.2193569228071417,2.5717513470810305,2,1,0,LUX,ONLINE TA,TA/TO,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,154.6,0,1,101110,1.9249909312766214,0,2016-11-2,1,0,3,2.791108269888172,0
City Hotel,1,163,25,6,2016,15,0.1604196497599031,0.0,1,0,0,PRT,ONLINE TA,TA/TO,0,0,0,A,0,Non Refund,119.0,40.0,35.40949025916143,Transient,121.96,0,0,53023,5.9832670329027255,0,2016-6-15,0,1,1,0.1604196497599031,0
City Hotel,1,101,30,7,2017,28,2.007750511268951,1.830246933226896,2,1,0,MISSING,ONLINE TA,TA/TO,0,0,0,D,1,No Deposit,9.0,40.0,2.8806957885724964,Transient,62.39,0,1,72443,1.676928004399369,0,2017-7-28,1,0,3,3.837997444495847,0
Resort Hotel,0,68,30,7,2017,24,0.9803227172962276,1.7332526949617997,2,2,0,UNKNOWN,ONLINE TA,TA/TO,0,0,0,G,0,No Deposit,240.0,40.0,0.2238735576949173,Transient,85.34,0,0,12943,0.7496996077302863,0,2017-7-24,2,0,4,2.7135754122580273,0
Resort Hotel,0,167,21,5,2016,19,0.0,2.008663772128349,2,0,0,FRA,DIRECT,DIRECT,0,0,0,A,0,No Deposit,9.0,40.0,0.0,Transient,155.63,0,0,24408,0.7673192114682229,0,2016-5-19,0,0,2,2.008663772128349,0
