hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,id,booking_difficulty_score,total_nights,total_guests,adr_per_person,cancellation_ratio_prev_bookings,is_direct_booking
City Hotel,1,106.52493249853804,2017,December,2016,5,0.958248999516181,0.9911233727634776,2,0.0,0,UNAVAILABLE,ITA,MISSING,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-0.3447744183020616,Transient,125.91524582115036,0,0,61228,2.1010348719602163,1.9493723722796585,2.0,62.95762291057518,0.0,0
Resort Hotel,0,212.9496411659451,2017,May,2016,18,2.215939229592513,0.8610112993399093,2,0.0,0,UNKNOWN,UNKNOWN,Online TA,TA/TO,0,0,0,E,0,No Deposit,241.0,0.0,4.402983051500827,Transient,62.201931497212456,0,0,24552,1.2000530556510836,3.0769505289324224,2.0,31.100965748606228,0.0,0
Resort Hotel,0,106.52493249853804,2017,August,2015,15,2.5339521149561914,3.266125027993727,2,0.0,0,BB,GBR,Offline TA/TO,MISSING,0,0,0,D,0,No Deposit,40.0,0.0,1.0719559220398498,Contract,120.28801190928496,0,0,16283,1.812113817847868,5.8000771429499185,2.0,60.14400595464248,0.0,0
Resort Hotel,1,49.08776954371603,2017,October,2015,21,3.132338049734209,1.664252218059231,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,4.22374943554846,Transient,229.32442679349597,0,1,2555,2.327219513658298,4.79659026779344,2.0,114.66221339674799,0.0,0
Resort Hotel,0,41.20731813575176,2017,November,2016,26,-0.1494003836275949,2.585224486740052,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,13.099249838678697,Transient-Party,112.74912162646086,0,0,30519,2.908920086745186,2.435824103112457,2.0,56.37456081323043,0.0,0
City Hotel,1,57.6402262081921,2017,September,2015,11,1.4734311771365296,-0.3674518416826692,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1.0,0.0,2.5204677240816538,Transient-Party,83.78947088934646,0,0,42852,0.0180549992690417,1.1059793354538603,2.0,41.89473544467323,0.0,0
City Hotel,0,86.74123541941584,2017,March,2017,9,1.124419250193635,1.7097504157591803,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,0,No Deposit,14.0,0.0,8.69049327943591,Transient,166.08338669403702,0,0,107342,0.4013564265656093,2.8341696659528153,2.0,83.04169334701851,0.0,0
City Hotel,0,115.47224722012524,2017,March,2017,18,0.7082821568108651,1.9329249956308956,2,0.0,0,BB,ESP,Online TA,UNKNOWN,0,0,0,D,0,No Deposit,9.0,0.0,-8.180913706154083,Transient,51.86906638808962,0,2,107931,0.0098941307603271,2.6412071524417606,2.0,25.93453319404481,0.0,0
Resort Hotel,0,66.08577222073767,2017,March,2017,25,1.1016161827401247,3.623784986322153,2,0.0,0,BB,GBR,Online TA,UNKNOWN,0,0,0,A,0,No Deposit,314.0,0.0,-6.657242094342328,Transient-Party,74.97103421619498,0,0,34557,0.8579048415192453,4.725401169062278,2.0,37.48551710809749,0.0,0
City Hotel,1,56.751440957692125,2017,June,2016,27,1.231353224791407,0.6749740453027838,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,E,0,Non Refund,191.0,0.0,-10.825494802007682,Transient,110.29199256864594,0,0,53670,0.1238168669177896,1.9063272700941907,2.0,55.14599628432297,0.0,0
City Hotel,0,86.9411062039949,2017,August,2016,22,2.4689882969243437,1.264779530888533,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,-1.3022297383076242,Transient,64.63922809366531,0,0,83278,1.7051649816816208,3.7337678278128767,2.0,32.319614046832655,0.0,0
Resort Hotel,0,106.52493249853804,2017,August,2016,27,1.950269186843758,4.808026173935915,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40.0,0.0,-10.12611547507574,Contract,116.06749398295383,0,0,27575,-0.0745163655601128,6.758295360779673,2.0,58.03374699147692,0.0,0
Resort Hotel,0,242.19859501750383,2017,April,2016,21,0.2956866862032388,2.910275384193986,2,0.0,0,BB,ESP,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-4.999869702927878,Transient,71.11716222339396,0,0,23319,-0.6310809765825918,3.2059620703972245,2.0,35.55858111169698,0.0,0
City Hotel,0,168.1354313974775,2017,August,2016,16,0.3517600883049219,4.5761692199754425,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-0.0947247757798575,Transient,65.453378199012,0,1,46702,-0.2504193923256638,4.927929308280365,2.0,32.726689099506,0.0,0
City Hotel,1,203.99114727951047,2017,November,2016,5,-0.4410035194751596,5.746089826707515,2,0.0,0,BB,GBR,Online TA,UNAVAILABLE,0,0,0,A,0,No Deposit,9.0,0.0,-14.640176074046002,Transient,86.66175589674978,0,1,60084,-0.8757064300483083,5.305086307232356,2.0,43.33087794837489,0.0,0
Resort Hotel,0,117.80882895531634,2017,November,2016,5,3.972749559507232,-1.0649674147286792,2,0.0,0,UNAVAILABLE,FRA,UNKNOWN,UNAVAILABLE,0,0,0,A,0,No Deposit,240.0,0.0,-6.331692606520818,Transient,69.46246775625383,0,1,30384,-0.1377053212340958,2.907782144778553,2.0,34.731233878126915,0.0,0
Resort Hotel,1,106.52493249853804,2017,January,2016,17,3.267755721334607,2.292643909654351,2,0.0,0,UNKNOWN,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,2.563823677067702,Transient,44.143833108488174,0,1,3831,-0.1922690772155815,5.560399630988957,2.0,22.071916554244087,0.0,0
City Hotel,0,106.52493249853804,2017,July,2017,2,3.25688299892056,2.4929915579537725,2,0.0,0,HB,CZE,Online TA,MISSING,0,0,0,D,0,No Deposit,9.0,0.0,-5.2291020338841125,Transient,97.04236302429332,0,0,115344,-0.4691593852344519,5.749874556874333,2.0,48.52118151214666,0.0,0
City Hotel,0,100.914631038749,2017,March,2016,23,-0.2054463999597883,0.2537342977249688,2,0.0,0,BB,CHE,UNKNOWN,UNAVAILABLE,0,0,0,A,0,No Deposit,28.0,0.0,-6.757977127431785,Transient,58.215323982392775,0,0,86037,0.2803052812733789,0.0482878977651805,2.0,29.107661991196387,0.0,0
City Hotel,1,106.52493249853804,2017,February,2017,11,2.2340883357256502,4.129178365579433,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-11.63310010278122,Transient,97.17596121944231,0,0,63411,1.0905957608560284,6.363266701305083,2.0,48.58798060972116,0.0,0
City Hotel,0,106.52493249853804,2017,April,2016,8,0.4036684162837679,1.3486816236506636,2,0.0,0,SC,UNKNOWN,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,152.0,0.0,3.1733950532382265,Transient,79.49128432907351,0,0,86782,-0.174766792286684,1.7523500399344314,2.0,39.745642164536754,0.0,0
City Hotel,1,106.52493249853804,2017,December,2016,26,1.028811117783781,2.8831755472896177,2,0.0,0,BB,SWE,Online TA,UNKNOWN,0,0,0,D,0,No Deposit,9.0,0.0,8.49196981817911,Transient,34.26754950295265,0,0,61759,1.5021490406613942,3.9119866650733988,2.0,17.133774751476324,0.0,0
Resort Hotel,0,158.03061308769566,2017,October,2016,21,1.0901312128585048,0.9750498513054138,2,0.0,0,UNAVAILABLE,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-0.1562284142250557,Transient,48.46585826729001,0,1,29265,-1.865379719841796,2.0651810641639186,2.0,24.232929133645005,0.0,0
City Hotel,0,106.52493249853804,2017,October,2015,7,-0.1766856269682266,6.025602811342763,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1.0,0.0,9.90219110797828,Transient-Party,61.982305645188816,0,0,44527,1.346417705961382,5.848917184374536,2.0,30.991152822594408,0.0,0
City Hotel,1,224.39842113034015,2017,June,2017,5,1.0522770890816109,2.68162791993601,2,0.0,0,UNKNOWN,UNAVAILABLE,Online TA,TA/TO,0,0,0,A,0,No Deposit,83.0,0.0,-3.2778085312221816,Transient,48.37735112951116,0,0,113662,0.822575680979027,3.7339050090176205,2.0,24.18867556475558,0.0,0
City Hotel,1,31.31907429172664,2017,February,2016,17,-0.3247757502795818,0.0641676605669567,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,44.0,0.0,-2.2594432344222177,Transient,58.00070469047486,0,0,47340,-0.3937144759120856,-0.26060808971262506,2.0,29.00035234523743,0.0,0
Resort Hotel,1,329.5078345630782,2017,November,2016,7,1.311849071493687,4.427507893636603,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,241.0,0.0,-8.67468746398257,Transient,121.3986760867502,0,1,9278,0.7454850955165275,5.73935696513029,2.0,60.6993380433751,0.0,0
Resort Hotel,1,262.5956864918922,2017,August,2015,8,2.5885199691851124,1.1809722394289122,2,0.0,0,UNAVAILABLE,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,15.672358432467773,Transient,21.39983969165535,0,2,978,3.624718007002924,3.7694922086140243,2.0,10.699919845827676,0.0,0
City Hotel,0,106.52493249853804,2017,June,2017,20,-0.0515221880586205,-0.2752811835162539,2,0.0,0,SC,CHE,MISSING,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,10.35831410309362,Transient,146.59977061722682,0,1,114449,3.922832499291194,-0.32680337157487444,2.0,73.29988530861341,0.0,0
City Hotel,1,347.3991104346943,2017,July,2017,23,1.5549420482530112,2.3326378531463887,2,0.0,0,MISSING,CHE,Online TA,TA/TO,0,0,0,E,0,No Deposit,9.0,0.0,-10.001298781569702,Transient,57.022432909243705,0,1,72215,0.0488197398485016,3.8875799013994,2.0,28.511216454621852,0.0,0
City Hotel,0,106.52493249853804,2017,March,2017,17,2.0811968366760047,2.295017198377267,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,11.246606369510408,Transient,97.17596121944231,0,0,64850,1.0905957608560284,4.3762140350532714,2.0,48.58798060972116,0.0,0
City Hotel,1,106.52493249853804,2017,June,2016,17,0.2889543078720838,1.591917231216179,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,12.0,0.0,18.026777419692827,Transient,97.17596121944231,0,0,53238,1.0905957608560284,1.8808715390882627,2.0,48.58798060972116,0.0,0
City Hotel,0,8.818884585842795,2017,May,2016,8,1.5428694890089143,1.0527476411834102,2,0.0,0,BB,UNKNOWN,UNKNOWN,UNAVAILABLE,0,0,0,D,0,No Deposit,6.0,0.0,4.994236771494792,Transient-Party,56.51574624509311,0,1,88799,3.267062655669392,2.5956171301923243,2.0,28.257873122546556,0.0,0
City Hotel,1,246.65866647044368,2017,August,2017,20,1.4160407284836591,1.6136533354466156,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,0,No Deposit,14.0,0.0,-8.706291408885303,Transient,189.2214940510915,0,0,73386,0.5545650392810362,3.0296940639302745,2.0,94.61074702554575,0.0,0
Resort Hotel,1,301.5590874725839,2017,August,2016,8,1.3941717954888395,2.778065066059583,2,0.0,0,UNKNOWN,UNAVAILABLE,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,314.0,0.0,4.866516457741039,Transient,91.3710935171219,0,1,3800,1.0385899192318964,4.172236861548423,2.0,45.68554675856095,0.0,0
City Hotel,1,70.95618834674464,2017,November,2015,13,-0.9466353639602952,2.870054264273963,2,0.0,0,UNAVAILABLE,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-1.6782176884175175,Contract,51.53386796709236,0,2,45598,-0.4067860780794873,1.9234189003136675,2.0,25.76693398354618,0.0,0
Resort Hotel,0,106.52493249853804,2017,October,2015,29,-0.0340855281428003,0.5522744603776822,2,0.0,0,BB,PRT,Online TA,UNKNOWN,0,0,0,A,0,No Deposit,240.0,0.0,9.280000582029936,Transient,126.9233132166242,0,1,2734,2.255642606646981,0.5181889322348819,2.0,63.4616566083121,0.0,0
Resort Hotel,0,232.08070608280585,2017,July,2016,1,-0.9178758736251326,-0.4036500422417499,2,0.0,0,BB,UNKNOWN,UNAVAILABLE,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,-5.734928367130315,Transient-Party,135.8246060944329,0,0,25605,0.5182661883009202,-1.3215259158668824,2.0,67.91230304721645,0.0,0
Resort Hotel,0,48.94450698733455,2017,July,2015,3,-0.0683193416206901,0.8804858290780821,2,0.0,0,MISSING,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-5.110928920752476,Transient,159.1829886056637,0,2,94,0.0922790515040431,0.8121664874573921,2.0,79.59149430283185,0.0,0
City Hotel,0,34.451139932556515,2017,April,2016,26,-0.0032989167080381,2.8375175774259582,2,0.0,0,HB,PRT,UNAVAILABLE,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,-0.8771909772152017,Transient,110.76126060153392,0,0,88059,2.071065213476936,2.8342186607179203,2.0,55.38063030076696,0.0,0
City Hotel,0,44.12662415803543,2017,February,2016,12,0.9888578081110868,0.7695741188592786,2,0.0,0,SC,UNKNOWN,UNAVAILABLE,TA/TO,0,0,0,A,0,No Deposit,11.0,0.0,-16.824826781677874,Transient,67.30385171689068,0,0,83943,-0.1969309903493952,1.7584319269703654,2.0,33.65192585844534,0.0,0
City Hotel,1,10.726839852313756,2017,June,2017,30,0.6764669440328128,0.7620066612198525,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,83.0,0.0,0.0972886709996647,Transient,67.81618724973532,0,0,71260,0.831273746478593,1.4384736052526654,2.0,33.90809362486766,0.0,0
City Hotel,0,27.043266252084496,2017,March,2017,12,1.5757769885382302,2.9929481259473354,2,0.0,0,SC,MAC,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,3.2392884369232102,Transient,124.46284185781629,0,1,64549,2.5672916013301053,4.568725114485566,2.0,62.23142092890814,0.0,0
Resort Hotel,0,17.31865844456064,2017,September,2015,6,1.6549144026602265,2.9393167356869454,2,0.0,0,HB,ESP,Online TA,UNAVAILABLE,0,0,0,A,0,No Deposit,240.0,0.0,-16.729989957344593,Transient,106.57985543013976,0,2,16794,-0.0700115641233626,4.594231138347172,2.0,53.28992771506988,0.0,0
City Hotel,0,3.0596417190285248,2017,September,2015,1,1.5277698649684353,3.770903531996088,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-2.5043849315098186,Contract,100.71250339069172,0,2,42152,0.6609807267585349,5.298673396964523,2.0,50.35625169534586,0.0,0
City Hotel,0,106.52493249853804,2017,September,2016,3,2.3972138502834235,1.8568906668539429,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-8.014919601303337,Transient-Party,97.17596121944231,0,1,96679,1.0905957608560284,4.254104517137367,2.0,48.58798060972116,0.0,0
City Hotel,1,106.52493249853804,2017,November,2016,25,1.5840443052035142,1.864486991576046,2,0.0,0,BB,PRT,UNAVAILABLE,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-7.402573135739175,Transient,97.17596121944231,0,1,60917,1.0905957608560284,3.44853129677956,2.0,48.58798060972116,0.0,0
City Hotel,1,106.52493249853804,2017,June,2017,18,0.166486616270676,2.38770132448098,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,-1.2461800751691798,Transient,97.17596121944231,0,1,70545,1.0905957608560284,2.5541879407516563,2.0,48.58798060972116,0.0,0
City Hotel,1,75.9320623784963,2017,May,2017,7,1.1483077598887692,1.5903767660859636,2,0.0,0,BB,KOR,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-5.531180715629054,Transient,32.82718268085615,0,0,67776,0.4032771654421662,2.7386845259747328,2.0,16.413591340428074,0.0,0
Resort Hotel,1,40.32500239640208,2017,October,2016,16,4.539543287011544,3.307542218234749,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,243.0,0.0,19.53513250673013,Contract,96.6762752407678,0,0,29505,3.474200608822629,7.847085505246294,2.0,48.3381376203839,0.0,0
City Hotel,1,217.89408865214403,2017,November,2016,10,-0.0529250671832275,0.0679838934583036,2,0.0,0,UNKNOWN,PRT,UNKNOWN,TA/TO,0,0,0,A,0,No Deposit,8.0,0.0,2.474498362891177,Transient,91.612286275463,0,1,60406,1.3248448571027087,0.015058826275076091,2.0,45.8061431377315,0.0,0
City Hotel,1,2.0115273579085557,2017,August,2017,24,-0.6828794631464478,-0.0497681225352399,2,0.0,0,MISSING,ITA,MISSING,UNKNOWN,0,0,0,A,0,No Deposit,9.0,0.0,2.209947198674227,Transient,137.23840825767024,0,1,73489,0.5817695638695186,-0.7326475856816876,2.0,68.61920412883512,0.0,0
City Hotel,1,280.7560924868585,2017,May,2016,13,1.061179199054724,0.1230828250563151,2,0.0,0,BB,PRT,UNKNOWN,UNKNOWN,0,0,0,A,0,Non Refund,21.0,0.0,-10.128837165578997,Transient,97.17596121944231,0,0,51027,-0.879097362959468,1.184262024111039,2.0,48.58798060972116,0.0,0
City Hotel,0,106.52493249853804,2017,August,2016,7,1.6515497276844138,0.9019692636732382,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,27.0,0.0,5.655433848637893,Transient-Party,63.12835737977476,0,1,94743,1.7964835302378692,2.553518991357652,2.0,31.56417868988738,0.0,0
City Hotel,0,158.40636842606003,2017,June,2017,11,1.9188229933473488,6.02252153506951,2,0.0,0,UNAVAILABLE,UNAVAILABLE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,4.360103142489255,Transient,129.96807738086255,0,1,113873,1.7764973542682374,7.941344528416859,2.0,64.98403869043128,0.0,0
City Hotel,0,210.94330133696127,2017,February,2016,16,0.1791526075283642,0.932011865527347,2,0.0,0,UNAVAILABLE,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,6.762502920004964,Transient,93.08037314137565,0,0,47311,0.9829153674565948,1.1111644730557113,2.0,46.54018657068782,0.0,0
City Hotel,0,75.25664890495867,2017,June,2017,28,0.4129199486575693,1.0895858898072934,2,0.0,0,SC,UNKNOWN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-16.057388784934986,Transient,44.75166092354184,0,1,114963,-0.1950445079439889,1.5025058384648626,2.0,22.37583046177092,0.0,0
Resort Hotel,0,106.52493249853804,2017,January,2016,23,3.0720353696416423,0.3952144299320578,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,-3.0444267316524023,Transient,182.36229292175943,0,1,20349,2.572145260747635,3.4672497995737,2.0,91.18114646087972,0.0,0
City Hotel,1,161.59264449933897,2017,April,2017,26,0.7692222612900147,3.7027272636781614,2,0.0,0,BB,PRT,UNAVAILABLE,UNKNOWN,0,0,0,A,0,Non Refund,37.0,0.0,2.940130540711997,Transient,27.337130173841384,0,0,66872,1.3548779738827752,4.471949524968176,2.0,13.668565086920692,0.0,0
City Hotel,0,220.83310699922043,2017,June,2016,24,-0.1510830261281775,1.979508919100408,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0.0229674944905949,Transient-Party,97.17596121944231,0,1,91864,-1.210539964640963,1.8284258929722306,2.0,48.58798060972116,0.0,0
City Hotel,0,332.8393560955414,2017,September,2016,21,1.3582173004019935,-1.1123317945721487,2,0.0,0,BB,UNKNOWN,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,21.0,0.0,9.857109523560048,Transient-Party,127.6641504866497,0,0,98177,3.1916587605953337,0.2458855058298448,2.0,63.83207524332485,0.0,0
City Hotel,1,32.89851354365864,2017,July,2015,13,0.7742858492014177,1.45736797360773,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,14.0,0.0,2.2178776222984946,Transient,82.98705858681899,0,0,40183,0.5363503630736758,2.2316538228091476,2.0,41.493529293409495,0.0,0
Resort Hotel,1,14.910752463389237,2017,July,2017,14,2.059296245713967,1.361338074804492,2,0.0,0,UNAVAILABLE,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,-1.1543545239198107,Transient,93.65947123202986,0,0,12733,-1.5513959728745832,3.4206343205184595,2.0,46.82973561601493,0.0,0
Resort Hotel,0,106.52493249853804,2017,April,2017,12,0.980313465991382,1.8265510155283933,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,-4.179267156297841,Transient,105.54892815176686,0,1,35272,0.0386238566551802,2.806864481519775,2.0,52.77446407588343,0.0,0
City Hotel,0,60.76170910599534,2017,July,2016,21,-0.6256928758787148,2.643010024719695,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,14.708657714011034,Transient-Party,127.0303996394438,0,0,93536,3.765170719120325,2.0173171488409802,2.0,63.5151998197219,0.0,0
Resort Hotel,0,31.114352360970475,2017,February,2016,9,0.0636626053357363,3.5583541358020336,2,0.0,0,HB,FRA,MISSING,TA/TO,0,0,0,A,0,No Deposit,332.0,0.0,5.642394373311028,Transient-Party,47.07267456289685,0,1,3960,1.3040281756701742,3.6220167411377697,2.0,23.536337281448425,0.0,0
Resort Hotel,0,37.51614159941301,2017,February,2016,27,2.732459556111137,4.551604312454843,2,0.0,0,BB,PRT,UNKNOWN,TA/TO,0,0,0,D,0,No Deposit,26.0,0.0,-0.7376958630879336,Transient,65.52645455141538,0,1,21485,0.8840051412944399,7.28406386856598,2.0,32.76322727570769,0.0,0
Resort Hotel,1,41.19813902966671,2017,October,2016,29,2.0317300229308826,3.825838029182437,2,0.0,0,BB,MISSING,Online TA,TA/TO,0,0,0,D,0,No Deposit,241.0,0.0,-17.546020517324838,Transient,45.31383268584433,0,1,29774,-0.509288138169255,5.8575680521133195,2.0,22.656916342922166,0.0,0
City Hotel,1,86.4630797485434,2017,September,2015,17,-0.0116938989840549,3.757260759643752,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3.0,0.0,6.900726818478344,Transient-Party,131.85237347361573,0,0,43272,0.9579368832460058,3.745566860659697,2.0,65.92618673680786,0.0,0
Resort Hotel,1,72.75381439547463,2017,June,2016,3,2.139826505545647,-0.8190455288969136,2,0.0,0,BB,MISSING,Direct,Direct,0,0,0,A,0,No Deposit,250.0,0.0,1.1245087235239415,Transient,134.88500772117482,0,3,6324,3.278640832871341,1.3207809766487333,2.0,67.44250386058741,0.0,0
City Hotel,1,106.52493249853804,2017,April,2017,29,-0.5410652591076464,4.826989509725848,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,8.029658331774549,Transient,97.17596121944231,0,2,67153,1.0905957608560284,4.285924250618202,2.0,48.58798060972116,0.0,0
City Hotel,0,106.52493249853804,2017,November,2016,28,1.401247546785203,1.2528012224797611,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,5.225155674075696,Transient,97.17596121944231,0,1,102604,1.0905957608560284,2.654048769264964,2.0,48.58798060972116,0.0,0
City Hotel,1,272.6295566223535,2017,June,2016,12,2.5203756567014945,3.0091303411253625,2,0.0,0,BB,UNAVAILABLE,Online TA,MISSING,0,0,0,A,0,No Deposit,9.0,0.0,-21.74351434408278,Transient,78.5675922293643,0,0,52840,-1.0188795133022168,5.529505997826857,2.0,39.28379611468215,0.0,0
City Hotel,1,106.52493249853804,2017,April,2017,26,0.8269719919101776,3.480613056451172,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,37.0,0.0,1.20891315008273,Transient,97.17596121944231,0,0,66843,1.0905957608560284,4.30758504836135,2.0,48.58798060972116,0.0,0
City Hotel,0,78.91408000137218,2017,October,2016,19,0.0466763998364862,4.958039624629856,2,0.0,0,SC,UNKNOWN,UNAVAILABLE,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,7.543770774947019,Transient,86.02250799630569,0,1,100138,-0.575274933353032,5.004716024466342,2.0,43.011253998152846,0.0,0
Resort Hotel,0,44.64266483029945,2017,March,2017,5,1.3365293133501297,0.1273046970362663,2,0.0,0,HB,DEU,UNAVAILABLE,UNAVAILABLE,0,0,0,E,0,No Deposit,298.0,0.0,12.177484019945558,Transient-Party,188.38506433921737,0,0,34059,3.352773004285312,1.463834010386396,2.0,94.19253216960868,0.0,0
Resort Hotel,1,127.84172017677658,2017,August,2016,10,-0.384210289388369,1.73484404155697,2,0.0,0,UNKNOWN,UNAVAILABLE,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,1.388165029686912,Transient,65.45581237514321,0,0,7450,0.6892410767711847,1.350633752168601,2.0,32.727906187571605,0.0,0
City Hotel,0,109.54914307499568,2017,September,2015,25,2.0051276929357083,2.1921172780272924,2,0.0,0,BB,UNKNOWN,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,-14.376955834070667,Transient-Party,56.757367841094485,0,0,43925,-1.4774260618234127,4.197244970963,2.0,28.378683920547243,0.0,0
City Hotel,0,37.6614320052398,2017,September,2016,4,2.831800016973583,2.185079872494017,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,6.821892039363849,Transient,85.12463880944634,0,1,96745,1.65490096968121,5.016879889467599,2.0,42.56231940472317,0.0,0
City Hotel,1,34.41738264438277,2017,December,2016,27,-0.3741275706314957,0.9263216884514618,2,0.0,0,BB,UNKNOWN,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,-18.199114656030712,Transient,226.3114207724899,0,0,61843,-1.179725637166211,0.5521941178199661,2.0,113.15571038624495,0.0,0
City Hotel,0,106.52493249853804,2017,August,2017,3,-0.3387080988743489,4.40472324588651,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,14.0,0.0,-5.677066524271928,Transient,97.17596121944231,0,0,117412,1.0905957608560284,4.066015147012161,2.0,48.58798060972116,0.0,0
City Hotel,1,4.400883018765652,2017,October,2016,17,0.2208852890726372,3.40556771867581,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,5.843975123103765,Transient,107.86579205187594,0,0,58894,0.4524239382827977,3.6264530077484474,2.0,53.93289602593797,0.0,0
City Hotel,0,106.52493249853804,2017,December,2016,27,0.6944494440930322,-0.2725002465220333,2,0.0,0,MISSING,BRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,220.0,0.0,-3.627716874471148,Transient-Party,102.36894713948652,0,0,103881,0.0255640274608326,0.4219491975709989,2.0,51.18447356974326,0.0,0
City Hotel,1,8.597712162205063,2017,March,2016,26,1.144915525914981,2.994108205112544,2,0.0,0,UNAVAILABLE,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,-12.927281275122132,Transient,8.636708677876058,0,0,48682,-0.0963260463343542,4.139023731027525,2.0,4.318354338938029,0.0,0
Resort Hotel,1,62.54666046878133,2017,November,2016,10,-0.289780021609583,3.035560352756942,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,-5.472139263129718,Transient,136.97240015259734,0,1,9294,0.1440611560381599,2.745780331147359,2.0,68.48620007629867,0.0,0
